id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
13247,3.0,No,7.0,3.0,No,15.0,5.0,Extrovert
13248,7.0,Yes,,2.0,,5.0,,Introvert
13249,9.0,Yes,3.0,2.0,Yes,3.0,0.0,Introvert
13250,2.0,No,4.0,4.0,No,14.0,4.0,Extrovert
13251,3.0,No,4.0,7.0,No,9.0,10.0,Extrovert
13252,1.0,No,4.0,4.0,No,,7.0,Extrovert
13253,8.0,Yes,1.0,1.0,,4.0,0.0,Introvert
13254,3.0,No,7.0,,No,12.0,10.0,Extrovert
13255,1.0,No,7.0,7.0,No,8.0,9.0,Extrovert
13256,2.0,No,8.0,5.0,No,9.0,8.0,Extrovert
13257,5.0,Yes,3.0,,Yes,4.0,0.0,Introvert
13258,10.0,Yes,2.0,1.0,,5.0,0.0,Introvert
13259,5.0,,1.0,2.0,Yes,2.0,1.0,Introvert
13260,3.0,No,8.0,6.0,,4.0,7.0,Extrovert
13261,5.0,Yes,1.0,,Yes,4.0,2.0,Introvert
13262,11.0,Yes,1.0,,Yes,3.0,1.0,Introvert
13263,1.0,No,7.0,3.0,No,5.0,5.0,Extrovert
13264,3.0,No,3.0,4.0,No,9.0,9.0,Extrovert
13265,,Yes,,0.0,Yes,1.0,1.0,Introvert
13266,3.0,No,9.0,6.0,No,12.0,3.0,Extrovert
13267,1.0,No,6.0,4.0,No,6.0,,Extrovert
13268,3.0,No,5.0,5.0,No,5.0,10.0,Extrovert
13269,4.0,Yes,1.0,2.0,Yes,0.0,0.0,Extrovert
13270,0.0,No,5.0,,No,12.0,9.0,Extrovert
13271,1.0,No,4.0,3.0,No,15.0,8.0,Extrovert
13272,2.0,No,5.0,5.0,No,8.0,,Extrovert
13273,6.0,Yes,0.0,1.0,,5.0,0.0,Introvert
13274,10.0,No,8.0,3.0,No,8.0,3.0,Extrovert
13275,4.0,Yes,3.0,1.0,,4.0,1.0,Introvert
13276,6.0,,2.0,0.0,Yes,1.0,0.0,Introvert
13277,2.0,,5.0,5.0,No,14.0,9.0,Extrovert
13278,2.0,No,8.0,4.0,No,11.0,4.0,Extrovert
13279,2.0,No,9.0,4.0,No,13.0,6.0,Extrovert
13280,0.0,No,3.0,5.0,No,15.0,8.0,Extrovert
13281,2.0,No,5.0,3.0,No,8.0,9.0,Extrovert
13282,5.0,Yes,1.0,1.0,Yes,2.0,0.0,Introvert
13283,6.0,Yes,3.0,3.0,Yes,3.0,0.0,Introvert
13284,1.0,No,8.0,6.0,No,8.0,3.0,Extrovert
13285,0.0,No,9.0,6.0,No,8.0,5.0,Extrovert
13286,0.0,No,5.0,7.0,No,9.0,8.0,Extrovert
13287,4.0,No,10.0,4.0,No,6.0,10.0,Extrovert
13288,0.0,No,8.0,6.0,No,10.0,3.0,Extrovert
13289,,No,4.0,3.0,No,11.0,8.0,Extrovert
13290,3.0,No,10.0,6.0,No,11.0,10.0,Extrovert
13291,1.0,No,8.0,4.0,No,7.0,10.0,Extrovert
13292,11.0,Yes,1.0,0.0,Yes,1.0,2.0,Introvert
13293,1.0,No,8.0,6.0,No,6.0,5.0,Extrovert
13294,0.0,No,8.0,5.0,No,10.0,3.0,Extrovert
13295,2.0,No,6.0,,No,14.0,5.0,Extrovert
13296,,Yes,3.0,3.0,Yes,4.0,3.0,Introvert
13297,6.0,Yes,,1.0,Yes,0.0,2.0,Introvert
13298,0.0,No,8.0,,No,11.0,4.0,Extrovert
13299,0.0,No,5.0,5.0,No,14.0,,Extrovert
13300,7.0,Yes,0.0,1.0,,1.0,1.0,Introvert
13301,2.0,No,7.0,4.0,No,5.0,8.0,Extrovert
13302,1.0,,6.0,5.0,No,14.0,9.0,Extrovert
13303,2.0,No,3.0,5.0,No,9.0,6.0,Extrovert
13304,11.0,Yes,2.0,2.0,Yes,4.0,0.0,Introvert
13305,3.0,No,5.0,,No,10.0,7.0,Extrovert
13306,11.0,Yes,3.0,,Yes,0.0,2.0,Introvert
13307,1.0,No,8.0,4.0,No,8.0,5.0,Extrovert
13308,,Yes,3.0,2.0,Yes,1.0,0.0,Introvert
13309,1.0,No,5.0,3.0,No,,6.0,Extrovert
13310,0.0,No,6.0,,No,8.0,8.0,Extrovert
13311,3.0,No,4.0,6.0,No,4.0,8.0,Extrovert
13312,3.0,No,8.0,5.0,No,15.0,,Extrovert
13313,2.0,No,5.0,6.0,No,12.0,6.0,Extrovert
13314,0.0,No,7.0,6.0,No,8.0,3.0,Extrovert
13315,1.0,No,8.0,5.0,No,9.0,4.0,Extrovert
13316,3.0,No,6.0,,No,10.0,7.0,Extrovert
13317,0.0,No,6.0,4.0,No,6.0,5.0,Extrovert
13318,3.0,No,8.0,6.0,No,5.0,5.0,Extrovert
13319,,No,8.0,5.0,No,13.0,3.0,Extrovert
13320,3.0,No,10.0,4.0,No,13.0,10.0,Extrovert
13321,5.0,Yes,,1.0,Yes,3.0,0.0,Introvert
13322,1.0,No,9.0,4.0,No,9.0,6.0,Extrovert
13323,8.0,Yes,0.0,1.0,Yes,3.0,,Introvert
13324,1.0,No,8.0,7.0,No,10.0,8.0,Extrovert
13325,2.0,No,10.0,6.0,No,14.0,3.0,Extrovert
13326,2.0,,6.0,4.0,No,11.0,9.0,Extrovert
13327,3.0,No,9.0,5.0,No,10.0,7.0,Extrovert
13328,2.0,,5.0,5.0,No,7.0,8.0,Extrovert
13329,8.0,Yes,1.0,1.0,Yes,5.0,3.0,Introvert
13330,0.0,No,9.0,4.0,No,14.0,8.0,Extrovert
13331,,Yes,1.0,0.0,Yes,4.0,1.0,Introvert
13332,5.0,,3.0,0.0,Yes,,1.0,Introvert
13333,3.0,No,8.0,3.0,No,8.0,9.0,Extrovert
13334,8.0,Yes,2.0,3.0,Yes,3.0,3.0,Introvert
13335,3.0,No,9.0,7.0,No,14.0,8.0,Extrovert
13336,9.0,Yes,3.0,2.0,Yes,6.0,1.0,Introvert
13337,0.0,No,9.0,4.0,No,5.0,6.0,Extrovert
13338,,Yes,3.0,1.0,Yes,,0.0,Introvert
13339,7.0,Yes,1.0,3.0,Yes,1.0,2.0,Introvert
13340,1.0,,5.0,3.0,No,11.0,6.0,Extrovert
13341,4.0,No,8.0,3.0,No,12.0,8.0,Extrovert
13342,4.0,No,5.0,3.0,No,7.0,10.0,Extrovert
13343,8.0,Yes,1.0,1.0,Yes,0.0,,Introvert
13344,11.0,Yes,1.0,2.0,Yes,3.0,0.0,Extrovert
13345,0.0,No,6.0,7.0,No,8.0,6.0,Extrovert
13346,1.0,No,3.0,4.0,No,11.0,7.0,Extrovert
13347,,No,8.0,4.0,No,11.0,4.0,Extrovert
13348,2.0,No,10.0,6.0,No,9.0,6.0,Extrovert
13349,3.0,No,6.0,7.0,No,14.0,7.0,Extrovert
13350,7.0,Yes,1.0,2.0,Yes,,3.0,Introvert
13351,3.0,No,7.0,5.0,No,,3.0,Extrovert
13352,0.0,No,6.0,7.0,No,9.0,5.0,Extrovert
13353,1.0,No,4.0,5.0,,12.0,6.0,Extrovert
13354,,No,8.0,3.0,No,8.0,,Extrovert
13355,0.0,No,6.0,,No,5.0,3.0,Extrovert
13356,1.0,No,7.0,6.0,No,7.0,10.0,Extrovert
13357,2.0,No,4.0,4.0,No,8.0,5.0,Extrovert
13358,2.0,No,4.0,6.0,No,8.0,4.0,Extrovert
13359,1.0,No,7.0,7.0,No,6.0,9.0,Extrovert
13360,1.0,No,10.0,6.0,No,10.0,4.0,Extrovert
13361,7.0,Yes,,2.0,Yes,4.0,2.0,Introvert
13362,1.0,No,4.0,5.0,No,12.0,7.0,Extrovert
13363,3.0,No,9.0,4.0,No,12.0,,Extrovert
13364,2.0,No,7.0,7.0,No,10.0,6.0,Extrovert
13365,,No,9.0,6.0,No,15.0,4.0,Extrovert
13366,1.0,No,7.0,,No,6.0,8.0,Extrovert
13367,,No,9.0,3.0,No,9.0,9.0,Extrovert
13368,3.0,No,9.0,4.0,No,11.0,3.0,Extrovert
13369,3.0,No,6.0,3.0,No,13.0,3.0,Extrovert
13370,0.0,No,,5.0,,6.0,4.0,Extrovert
13371,3.0,,7.0,5.0,No,7.0,5.0,Extrovert
13372,3.0,No,7.0,4.0,No,12.0,8.0,Extrovert
13373,3.0,No,7.0,,No,13.0,8.0,Extrovert
13374,3.0,No,7.0,,No,6.0,7.0,Extrovert
13375,3.0,No,10.0,6.0,No,12.0,7.0,Extrovert
13376,0.0,No,4.0,3.0,,12.0,5.0,Extrovert
13377,0.0,No,,,No,8.0,3.0,Extrovert
13378,4.0,No,5.0,4.0,No,12.0,6.0,Extrovert
13379,10.0,Yes,,2.0,Yes,3.0,2.0,Introvert
13380,0.0,,6.0,3.0,No,5.0,3.0,Extrovert
13381,3.0,No,7.0,5.0,No,15.0,8.0,Extrovert
13382,5.0,Yes,2.0,,Yes,1.0,1.0,Introvert
13383,1.0,No,8.0,3.0,No,,4.0,Extrovert
13384,3.0,No,8.0,5.0,No,13.0,6.0,Extrovert
13385,2.0,No,,6.0,No,7.0,5.0,Extrovert
13386,7.0,Yes,3.0,3.0,Yes,4.0,3.0,Introvert
13387,2.0,Yes,7.0,2.0,Yes,4.0,1.0,Extrovert
13388,0.0,No,8.0,5.0,No,10.0,4.0,Extrovert
13389,3.0,,10.0,4.0,No,5.0,4.0,Extrovert
13390,0.0,No,10.0,5.0,No,14.0,4.0,Extrovert
13391,8.0,Yes,,0.0,Yes,0.0,1.0,Introvert
13392,1.0,No,5.0,3.0,No,9.0,3.0,Extrovert
13393,1.0,No,8.0,,No,11.0,8.0,Extrovert
13394,11.0,,3.0,0.0,Yes,3.0,1.0,Introvert
13395,11.0,Yes,1.0,0.0,Yes,0.0,2.0,Extrovert
13396,2.0,No,5.0,4.0,No,8.0,,Extrovert
13397,2.0,No,5.0,5.0,No,5.0,4.0,Extrovert
13398,1.0,No,6.0,5.0,No,5.0,8.0,Extrovert
13399,2.0,No,6.0,7.0,No,4.0,8.0,Extrovert
13400,2.0,No,10.0,5.0,No,14.0,3.0,Extrovert
13401,5.0,Yes,1.0,0.0,Yes,2.0,4.0,Introvert
13402,3.0,No,5.0,3.0,No,7.0,3.0,Extrovert
13403,1.0,No,4.0,7.0,No,,4.0,Extrovert
13404,1.0,No,6.0,7.0,No,11.0,8.0,Extrovert
13405,11.0,Yes,0.0,1.0,,4.0,0.0,Introvert
13406,0.0,No,9.0,7.0,No,8.0,,Extrovert
13407,2.0,No,8.0,7.0,No,6.0,,Extrovert
13408,3.0,No,4.0,,No,7.0,3.0,Extrovert
13409,0.0,No,9.0,3.0,No,10.0,9.0,Extrovert
13410,1.0,No,3.0,6.0,No,4.0,9.0,Extrovert
13411,1.0,No,5.0,3.0,,10.0,4.0,Extrovert
13412,1.0,No,3.0,6.0,No,12.0,5.0,Extrovert
13413,,No,8.0,3.0,No,6.0,4.0,Extrovert
13414,7.0,Yes,3.0,2.0,,1.0,0.0,Introvert
13415,0.0,,9.0,3.0,No,8.0,5.0,Extrovert
13416,2.0,No,9.0,5.0,No,,7.0,Extrovert
13417,,No,7.0,3.0,No,5.0,7.0,Extrovert
13418,4.0,No,7.0,6.0,No,10.0,8.0,Extrovert
13419,3.0,No,9.0,5.0,No,11.0,5.0,Extrovert
13420,1.0,No,6.0,3.0,No,7.0,7.0,Extrovert
13421,1.0,No,9.0,3.0,,15.0,8.0,Extrovert
13422,4.0,Yes,1.0,1.0,Yes,,1.0,Introvert
13423,1.0,No,7.0,6.0,No,11.0,6.0,Extrovert
13424,4.0,No,4.0,5.0,No,6.0,5.0,Extrovert
13425,10.0,Yes,2.0,2.0,Yes,1.0,2.0,Introvert
13426,0.0,No,9.0,5.0,No,11.0,7.0,Extrovert
13427,1.0,No,,6.0,No,7.0,5.0,Extrovert
13428,0.0,No,4.0,6.0,No,10.0,,Extrovert
13429,10.0,Yes,0.0,4.0,Yes,3.0,1.0,Introvert
13430,0.0,No,7.0,,No,8.0,4.0,Extrovert
13431,4.0,No,4.0,5.0,No,8.0,5.0,Extrovert
13432,1.0,No,8.0,6.0,No,,4.0,Extrovert
13433,10.0,Yes,2.0,2.0,,2.0,0.0,Introvert
13434,3.0,No,,5.0,No,11.0,6.0,Extrovert
13435,11.0,Yes,,1.0,Yes,3.0,0.0,Introvert
13436,3.0,No,5.0,3.0,No,4.0,7.0,Extrovert
13437,3.0,No,7.0,4.0,No,5.0,6.0,Extrovert
13438,3.0,No,7.0,5.0,No,9.0,10.0,Extrovert
13439,1.0,No,7.0,5.0,No,11.0,7.0,Extrovert
13440,,No,9.0,6.0,No,12.0,8.0,Extrovert
13441,11.0,Yes,0.0,1.0,Yes,5.0,0.0,Introvert
13442,1.0,No,3.0,6.0,No,14.0,4.0,Extrovert
13443,2.0,,8.0,3.0,No,10.0,4.0,Extrovert
13444,9.0,Yes,0.0,1.0,,4.0,1.0,Extrovert
13445,2.0,No,5.0,4.0,No,5.0,,Extrovert
13446,1.0,No,3.0,5.0,No,14.0,8.0,Extrovert
13447,4.0,Yes,3.0,0.0,Yes,4.0,0.0,Extrovert
13448,8.0,,3.0,2.0,Yes,3.0,1.0,Introvert
13449,4.0,No,8.0,5.0,No,6.0,9.0,Extrovert
13450,0.0,No,7.0,5.0,No,5.0,6.0,Extrovert
13451,7.0,Yes,2.0,0.0,Yes,0.0,1.0,Introvert
13452,1.0,No,9.0,4.0,No,7.0,6.0,Extrovert
13453,2.0,,9.0,3.0,No,13.0,6.0,Extrovert
13454,4.0,,0.0,2.0,Yes,3.0,1.0,Introvert
13455,3.0,No,4.0,5.0,No,10.0,,Extrovert
13456,2.0,,4.0,7.0,No,10.0,4.0,Extrovert
13457,0.0,No,8.0,3.0,No,7.0,,Extrovert
13458,0.0,No,8.0,7.0,No,15.0,6.0,Extrovert
13459,5.0,,3.0,0.0,Yes,5.0,2.0,Introvert
13460,4.0,No,6.0,6.0,No,7.0,6.0,Introvert
13461,2.0,No,5.0,7.0,No,8.0,6.0,Extrovert
13462,4.0,No,7.0,5.0,No,9.0,7.0,Extrovert
13463,4.0,Yes,2.0,3.0,Yes,4.0,1.0,Introvert
13464,,No,9.0,5.0,No,13.0,4.0,Extrovert
13465,3.0,No,6.0,5.0,No,8.0,5.0,Extrovert
13466,9.0,,1.0,1.0,Yes,4.0,2.0,Introvert
13467,3.0,No,6.0,6.0,No,14.0,7.0,Extrovert
13468,9.0,Yes,0.0,1.0,No,3.0,,Extrovert
13469,2.0,No,9.0,4.0,No,10.0,3.0,Extrovert
13470,9.0,,2.0,2.0,Yes,0.0,1.0,Introvert
13471,3.0,No,6.0,3.0,No,13.0,4.0,Extrovert
13472,3.0,No,8.0,5.0,No,14.0,9.0,Extrovert
13473,1.0,No,7.0,7.0,No,,9.0,Extrovert
13474,1.0,No,10.0,4.0,No,7.0,9.0,Extrovert
13475,1.0,No,5.0,7.0,,8.0,10.0,Extrovert
13476,0.0,No,5.0,5.0,No,13.0,6.0,Extrovert
13477,0.0,No,8.0,7.0,No,10.0,9.0,Introvert
13478,3.0,No,8.0,4.0,No,11.0,10.0,Extrovert
13479,0.0,No,9.0,5.0,No,8.0,4.0,Extrovert
13480,3.0,No,9.0,5.0,No,14.0,3.0,Extrovert
13481,4.0,Yes,1.0,0.0,,4.0,2.0,Introvert
13482,0.0,No,7.0,7.0,No,6.0,7.0,Extrovert
13483,0.0,No,7.0,,No,14.0,7.0,Extrovert
13484,6.0,,0.0,,Yes,4.0,1.0,Extrovert
13485,3.0,No,8.0,5.0,No,10.0,9.0,Extrovert
13486,8.0,Yes,3.0,1.0,,3.0,1.0,Introvert
13487,3.0,No,4.0,7.0,No,6.0,8.0,Extrovert
13488,0.0,No,7.0,,No,11.0,9.0,Extrovert
13489,1.0,No,6.0,7.0,No,8.0,10.0,Extrovert
13490,9.0,Yes,2.0,2.0,Yes,2.0,0.0,Introvert
13491,0.0,No,4.0,6.0,No,12.0,7.0,Introvert
13492,1.0,No,4.0,6.0,,10.0,3.0,Extrovert
13493,2.0,No,3.0,5.0,No,6.0,3.0,Extrovert
13494,1.0,No,8.0,3.0,No,11.0,,Extrovert
13495,,Yes,,2.0,Yes,3.0,0.0,Introvert
13496,1.0,No,9.0,5.0,,12.0,5.0,Extrovert
13497,1.0,No,6.0,4.0,No,12.0,10.0,Extrovert
13498,1.0,No,7.0,6.0,No,9.0,5.0,Extrovert
13499,3.0,No,9.0,4.0,No,6.0,5.0,Extrovert
13500,1.0,No,5.0,6.0,No,13.0,10.0,Extrovert
13501,,No,7.0,5.0,No,11.0,5.0,Extrovert
13502,2.0,No,4.0,3.0,No,6.0,4.0,Extrovert
13503,3.0,No,8.0,6.0,No,11.0,10.0,Extrovert
13504,6.0,Yes,3.0,,Yes,3.0,,Introvert
13505,0.0,No,6.0,3.0,No,9.0,8.0,Extrovert
13506,0.0,No,8.0,5.0,No,12.0,7.0,Extrovert
13507,2.0,No,5.0,5.0,No,6.0,6.0,Extrovert
13508,2.0,No,7.0,7.0,No,11.0,8.0,Introvert
13509,8.0,,2.0,1.0,,2.0,0.0,Introvert
13510,9.0,Yes,0.0,3.0,Yes,5.0,1.0,Introvert
13511,3.0,No,4.0,7.0,No,,4.0,Extrovert
13512,0.0,No,8.0,4.0,No,10.0,6.0,Extrovert
13513,0.0,No,8.0,3.0,No,,3.0,Extrovert
13514,0.0,No,4.0,,No,13.0,7.0,Extrovert
13515,9.0,Yes,1.0,2.0,Yes,4.0,1.0,Introvert
13516,11.0,Yes,2.0,3.0,Yes,4.0,1.0,Introvert
13517,4.0,No,7.0,5.0,No,6.0,,Extrovert
13518,2.0,No,4.0,7.0,No,10.0,7.0,Extrovert
13519,1.0,No,5.0,5.0,No,8.0,7.0,Extrovert
13520,3.0,No,10.0,3.0,No,9.0,7.0,Extrovert
13521,3.0,,4.0,6.0,No,11.0,4.0,Introvert
13522,6.0,Yes,3.0,3.0,Yes,4.0,2.0,Introvert
13523,0.0,No,4.0,7.0,No,11.0,9.0,Extrovert
13524,,No,9.0,5.0,No,6.0,5.0,Extrovert
13525,9.0,,3.0,2.0,Yes,0.0,0.0,Introvert
13526,,No,3.0,4.0,No,6.0,5.0,Extrovert
13527,3.0,No,5.0,6.0,No,11.0,10.0,Extrovert
13528,0.0,No,4.0,,No,9.0,7.0,Extrovert
13529,,No,7.0,6.0,No,12.0,3.0,Extrovert
13530,5.0,Yes,1.0,2.0,Yes,4.0,,Introvert
13531,6.0,Yes,1.0,2.0,Yes,2.0,0.0,Introvert
13532,3.0,No,8.0,4.0,No,15.0,7.0,Extrovert
13533,3.0,No,9.0,7.0,No,5.0,5.0,Extrovert
13534,4.0,Yes,,1.0,Yes,2.0,1.0,Introvert
13535,0.0,No,9.0,,No,8.0,5.0,Extrovert
13536,3.0,No,6.0,,No,6.0,3.0,Extrovert
13537,0.0,No,8.0,4.0,No,,8.0,Extrovert
13538,0.0,No,5.0,5.0,No,13.0,7.0,Extrovert
13539,1.0,No,10.0,5.0,No,7.0,9.0,Extrovert
13540,2.0,No,5.0,5.0,,6.0,9.0,Extrovert
13541,3.0,No,3.0,5.0,No,11.0,8.0,Extrovert
13542,1.0,No,8.0,6.0,No,5.0,8.0,Extrovert
13543,3.0,No,8.0,3.0,No,8.0,5.0,Extrovert
13544,4.0,Yes,3.0,1.0,,4.0,2.0,Introvert
13545,0.0,No,6.0,3.0,No,12.0,,Extrovert
13546,1.0,No,8.0,5.0,No,4.0,5.0,Extrovert
13547,3.0,No,9.0,7.0,No,14.0,7.0,Extrovert
13548,11.0,Yes,,,Yes,3.0,1.0,Introvert
13549,,Yes,1.0,2.0,Yes,1.0,0.0,Introvert
13550,0.0,No,5.0,6.0,No,15.0,8.0,Extrovert
13551,2.0,No,6.0,5.0,No,14.0,4.0,Introvert
13552,3.0,No,5.0,3.0,No,11.0,5.0,Extrovert
13553,0.0,No,6.0,,No,10.0,6.0,Extrovert
13554,5.0,Yes,0.0,3.0,Yes,3.0,1.0,Introvert
13555,3.0,No,9.0,7.0,No,12.0,5.0,Extrovert
13556,0.0,No,7.0,7.0,No,6.0,3.0,Extrovert
13557,8.0,Yes,2.0,1.0,Yes,3.0,1.0,Introvert
13558,0.0,No,9.0,3.0,No,8.0,9.0,Extrovert
13559,0.0,No,9.0,4.0,No,4.0,4.0,Extrovert
13560,3.0,No,6.0,5.0,No,15.0,3.0,Extrovert
13561,0.0,No,7.0,5.0,No,14.0,5.0,Extrovert
13562,4.0,Yes,1.0,3.0,Yes,5.0,3.0,Introvert
13563,3.0,No,6.0,3.0,No,11.0,3.0,Extrovert
13564,2.0,No,4.0,5.0,No,,4.0,Extrovert
13565,1.0,No,6.0,5.0,No,8.0,9.0,Extrovert
13566,1.0,No,5.0,7.0,No,8.0,10.0,Extrovert
13567,10.0,Yes,2.0,,Yes,2.0,2.0,Introvert
13568,0.0,No,7.0,5.0,No,12.0,,Extrovert
13569,1.0,No,5.0,5.0,No,8.0,3.0,Extrovert
13570,2.0,No,4.0,,No,12.0,6.0,Extrovert
13571,7.0,Yes,,0.0,Yes,0.0,,Introvert
13572,8.0,Yes,3.0,3.0,Yes,3.0,3.0,Introvert
13573,1.0,No,8.0,,No,15.0,6.0,Extrovert
13574,0.0,No,9.0,7.0,No,14.0,10.0,Extrovert
13575,5.0,Yes,3.0,3.0,Yes,4.0,2.0,Introvert
13576,1.0,No,4.0,4.0,No,14.0,9.0,Extrovert
13577,,No,5.0,7.0,No,14.0,3.0,Introvert
13578,0.0,No,4.0,4.0,,6.0,5.0,Extrovert
13579,1.0,No,,5.0,No,8.0,7.0,Extrovert
13580,2.0,,7.0,6.0,No,13.0,5.0,Extrovert
13581,,No,1.0,5.0,No,4.0,6.0,Extrovert
13582,3.0,No,5.0,4.0,No,13.0,6.0,Extrovert
13583,0.0,No,6.0,6.0,No,10.0,5.0,Extrovert
13584,0.0,No,5.0,4.0,No,10.0,4.0,Extrovert
13585,0.0,No,5.0,6.0,No,13.0,,Extrovert
13586,3.0,No,9.0,4.0,No,13.0,,Extrovert
13587,3.0,No,7.0,,No,7.0,6.0,Extrovert
13588,2.0,No,9.0,5.0,No,5.0,7.0,Extrovert
13589,9.0,Yes,0.0,1.0,Yes,5.0,0.0,Introvert
13590,0.0,No,3.0,7.0,No,7.0,8.0,Extrovert
13591,0.0,No,5.0,4.0,No,,10.0,Extrovert
13592,1.0,No,9.0,6.0,No,8.0,8.0,Extrovert
13593,2.0,No,7.0,3.0,No,13.0,5.0,Extrovert
13594,3.0,No,9.0,6.0,No,,10.0,Extrovert
13595,0.0,No,4.0,5.0,No,10.0,6.0,Extrovert
13596,1.0,No,6.0,4.0,No,13.0,6.0,Extrovert
13597,3.0,,7.0,5.0,No,11.0,5.0,Extrovert
13598,0.0,No,7.0,7.0,No,13.0,3.0,Extrovert
13599,,No,6.0,3.0,No,8.0,6.0,Introvert
13600,3.0,No,9.0,6.0,No,10.0,7.0,Extrovert
13601,7.0,Yes,0.0,1.0,Yes,1.0,1.0,Introvert
13602,9.0,Yes,1.0,2.0,Yes,1.0,,Introvert
13603,1.0,No,6.0,4.0,No,15.0,4.0,Extrovert
13604,1.0,No,6.0,5.0,No,10.0,6.0,Extrovert
13605,2.0,No,,5.0,No,14.0,6.0,Extrovert
13606,,No,7.0,5.0,No,5.0,6.0,Extrovert
13607,4.0,No,8.0,7.0,No,8.0,10.0,Extrovert
13608,3.0,No,6.0,5.0,No,15.0,9.0,Introvert
13609,1.0,No,4.0,6.0,No,9.0,4.0,Extrovert
13610,10.0,Yes,1.0,1.0,Yes,1.0,1.0,Introvert
13611,3.0,No,5.0,6.0,No,11.0,7.0,Extrovert
13612,3.0,No,6.0,5.0,No,4.0,6.0,Extrovert
13613,3.0,No,5.0,6.0,No,6.0,6.0,Extrovert
13614,1.0,No,4.0,5.0,No,12.0,3.0,Extrovert
13615,2.0,No,7.0,,No,5.0,2.0,Extrovert
13616,1.0,No,4.0,7.0,No,,7.0,Extrovert
13617,8.0,,2.0,1.0,Yes,5.0,2.0,Introvert
13618,2.0,No,8.0,5.0,No,5.0,5.0,Extrovert
13619,2.0,No,,7.0,No,8.0,6.0,Extrovert
13620,9.0,,3.0,2.0,Yes,5.0,0.0,Extrovert
13621,4.0,Yes,2.0,0.0,,3.0,1.0,Introvert
13622,8.0,Yes,3.0,1.0,Yes,3.0,3.0,Introvert
13623,4.0,Yes,3.0,1.0,,2.0,1.0,Introvert
13624,3.0,No,6.0,3.0,No,7.0,7.0,Extrovert
13625,2.0,No,3.0,6.0,No,7.0,3.0,Extrovert
13626,1.0,No,7.0,6.0,No,12.0,8.0,Extrovert
13627,2.0,No,,5.0,No,11.0,5.0,Extrovert
13628,1.0,No,5.0,,No,8.0,5.0,Extrovert
13629,0.0,,9.0,6.0,No,10.0,6.0,Extrovert
13630,5.0,Yes,,1.0,Yes,4.0,0.0,Introvert
13631,5.0,Yes,3.0,2.0,,3.0,1.0,Introvert
13632,2.0,No,7.0,,No,8.0,9.0,Extrovert
13633,1.0,No,6.0,6.0,No,5.0,7.0,Extrovert
13634,2.0,No,8.0,3.0,No,,6.0,Extrovert
13635,8.0,Yes,3.0,1.0,Yes,0.0,,Introvert
13636,1.0,No,4.0,6.0,No,5.0,5.0,Extrovert
13637,0.0,No,,3.0,No,9.0,7.0,Extrovert
13638,5.0,Yes,7.0,0.0,Yes,5.0,2.0,Extrovert
13639,0.0,No,9.0,6.0,No,9.0,9.0,Extrovert
13640,0.0,No,10.0,5.0,No,12.0,7.0,Extrovert
13641,4.0,No,10.0,4.0,No,14.0,10.0,Extrovert
13642,2.0,No,8.0,6.0,No,9.0,,Extrovert
13643,3.0,No,9.0,4.0,No,14.0,,Extrovert
13644,3.0,No,5.0,4.0,No,6.0,,Extrovert
13645,2.0,No,,7.0,No,7.0,9.0,Extrovert
13646,0.0,No,9.0,,No,7.0,6.0,Extrovert
13647,1.0,No,5.0,3.0,No,11.0,7.0,Extrovert
13648,,Yes,0.0,3.0,Yes,5.0,1.0,Introvert
13649,5.0,Yes,1.0,2.0,,,2.0,Introvert
13650,3.0,No,7.0,,No,10.0,9.0,Extrovert
13651,8.0,Yes,1.0,0.0,Yes,,1.0,Introvert
13652,1.0,No,6.0,,No,4.0,4.0,Extrovert
13653,0.0,,7.0,6.0,No,8.0,8.0,Extrovert
13654,0.0,No,4.0,5.0,No,,3.0,Extrovert
13655,1.0,No,5.0,5.0,No,15.0,10.0,Extrovert
13656,,No,4.0,7.0,No,10.0,8.0,Extrovert
13657,2.0,No,4.0,5.0,No,,9.0,Extrovert
13658,2.0,No,9.0,3.0,,14.0,7.0,Extrovert
13659,1.0,No,7.0,,No,13.0,4.0,Extrovert
13660,3.0,No,5.0,7.0,No,6.0,6.0,Extrovert
13661,1.0,No,7.0,,No,14.0,6.0,Extrovert
13662,0.0,,5.0,4.0,No,14.0,4.0,Extrovert
13663,3.0,No,9.0,4.0,No,14.0,3.0,Extrovert
13664,0.0,No,7.0,7.0,No,8.0,8.0,Extrovert
13665,0.0,No,5.0,3.0,No,10.0,7.0,Extrovert
13666,7.0,Yes,1.0,,Yes,5.0,0.0,Introvert
13667,5.0,,3.0,0.0,Yes,2.0,2.0,Introvert
13668,3.0,No,7.0,3.0,No,8.0,8.0,Extrovert
13669,7.0,Yes,2.0,2.0,Yes,0.0,,Introvert
13670,2.0,No,7.0,3.0,No,,4.0,Extrovert
13671,1.0,No,4.0,7.0,,11.0,4.0,Extrovert
13672,1.0,No,8.0,4.0,No,13.0,4.0,Extrovert
13673,3.0,No,10.0,4.0,No,13.0,9.0,Extrovert
13674,2.0,No,6.0,7.0,No,13.0,8.0,Extrovert
13675,1.0,No,4.0,4.0,No,14.0,7.0,Extrovert
13676,0.0,No,6.0,5.0,No,13.0,4.0,Extrovert
